plate,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw
299,51671,296,0.0524129,204.96886,-1.1984417,199.1016,54.91555,17.3365,52.65525,4.674199,42.71833,26.86661,-21.19498
299,51671,349,0.04838688,204.31825,0.53919739,553.0785,148.8017,65.46892,178.0667,13.96106,99.03486,67.68076,-38.04314
299,51671,370,0.1695866,204.79271,0.82897658,239.58,56.09007,10.5271,102.9808,11.29217,31.60549,18.82817,-13.59936
299,51671,406,0.07823505,205.29781,1.0795987,197.6192,45.20323,13.75712,75.66105,7.653952,30.54561,21.01917,-17.7632
299,51671,603,0.07767462,205.96737,1.0461563,381.0625,67.66933,83.90578,175.4861,16.74225,71.01975,56.50945,-19.28379
299,51671,611,0.1115034,206.6363,0.65251217,17.72221,5.182077,2.481224,16.68858,2.176805,2.298045,4.777711,-3.948326
300,51943,141,0.1019811,207.4947,-0.18912371,55.91959,15.81504,31.18886,49.38513,7.280876,19.98776,13.06944,-4.747103
300,51943,187,0.1016245,206.95178,-0.26857862,54.51436,17.75189,18.86671,22.02876,10.575,19.93383,16.74416,-4.986022
300,51943,303,0.1017715,206.03061,-0.47565398,314.3241,67.23994,27.35312,173.1327,9.459001,52.67341,47.75852,-13.05034
300,51943,330,0.1802806,206.45475,0.97011726,184.8899,35.56776,20.16766,66.74608,6.245189,26.08557,18.14718,-20.18645
301,51942,38,0.1742815,210.91114,-0.047707248,269.4071,45.992,14.89659,101.0594,8.027985,28.16936,23.15679,-18.54533
301,51942,361,0.1279502,208.93326,0.57250535,104.3947,20.31878,9.04558,53.8895,4.329545,18.39992,17.16778,-13.45237
301,51942,531,0.12109,210.07892,1.0816373,2392.838,719.3672,3653.109,114.5143,42.65794,146.7507,116.6806,-865.0338
301,51942,533,0.03303818,209.91493,0.5943582,152.434,47.4057,82.12362,57.22064,11.01451,48.4839,33.48861,-6.91977
301,51942,540,0.03225998,210.00454,0.84312408,169.231,51.96247,50.78434,38.6664,5.492993,36.43783,24.32877,-34.003
302,51688,35,0.02502531,213.06763,-0.63311591,86.93996,13.62428,5.083721,30.75243,1.450009,16.03545,11.89004,-33.43659
302,51688,48,0.08317864,212.33602,-1.1919448,163.6977,37.40413,18.0964,72.66125,5.830903,41.18953,23.34008,-10.4314
302,51688,72,0.02516963,212.83455,-0.49742177,127.4933,30.16739,58.38974,59.30067,4.018029,41.34818,27.17715,-10.37241
302,51688,135,0.05477432,211.96904,-0.91519519,65.16795,21.26036,77.33398,86.17223,15.62551,49.75639,31.10512,-3.165802
302,51688,145,0.1471566,212.27295,-0.42497278,2.701608,48.91928,10.71189,13.96892,3.923263,1.292829,2.765996,-0.6939699
302,51688,194,0.1622683,211.80824,-0.27122929,56.01926,13.56544,11.13825,31.42947,3.21833,13.34094,8.856802,-5.785672
302,51688,366,0.1245281,211.32444,1.151006,0.6906452,3.245424,1.810538,0.2205357,0.8265709,1.289099,5.387839,-0.4240963
302,51688,380,0.03156494,211.15008,0.85131427,906.6846,221.1101,55.16906,409.8623,30.8704,151.2825,109.2469,-24.56288
302,51688,507,0.02520476,212.24961,0.44686714,421.8702,123.8193,141.9031,73.049,17.93701,95.82484,61.05184,-41.70171
302,51688,553,0.02915996,212.63504,0.22418698,32.39532,7.875319,2.181868,9.174027,1.050546,8.704338,6.280662,-12.10468
303,51615,62,0.1291231,214.39693,-0.49621921,135.1101,32.68445,6.067638,40.28864,4.370272,22.79251,14.78432,-24.49093
303,51615,117,0.07727106,214.13822,-0.29321334,9.413277,5.945383,9.692019,5.86437,0.9773179,4.38259,0.5786211,-0.4243801
303,51615,304,0.02559116,213.06501,-0.63305253,455.7794,57.80517,32.0589,201.5906,22.90009,83.7145,62.23312,-11.4764
303,51615,420,0.05287682,213.24683,0.92118417,949.9895,253.78,2137.188,965.9279,98.91763,390.185,340.3087,-27.54246
303,51615,521,0.1645835,213.86961,1.096504,51.08393,7.060522,74.02475,141.4915,17.33636,14.67901,29.93489,-3.082627
303,51615,566,0.05050797,214.30454,0.79374748,366.66,101.5134,223.301,32.92305,15.44222,60.24541,47.95783,-42.28751
303,51615,607,0.1288602,214.58662,0.98425637,135.0825,35.412,8.46887,47.61446,3.085306,16.36507,14.71878,-16.72606
303,51615,608,0.02594488,214.56213,0.89111195,1900.594,407.7772,126.405,762.0455,35.9798,208.2388,160.7744,-60.86585
304,51609,34,0.1058703,215.55962,-0.65545067,1330.651,457.5898,2434.502,31.36437,14.4702,53.03404,43.70227,-572.2219
305,51613,4,0.03033645,217.58733,-0.33240486,173.3457,57.86213,151.6366,12.17892,8.033937,26.18675,20.51769,-47.81017
305,51613,20,0.1840326,217.48312,-0.36270095,258.3963,61.97311,18.81185,104.4563,10.83105,38.22673,22.32449,-23.26949
305,51613,110,0.1030864,216.35085,-0.96061363,224.2802,40.28184,19.25599,88.70796,5.766878,39.41079,28.46718,-23.79936
305,51613,184,0.1699854,216.29348,-0.97021562,183.7831,40.85178,78.45264,117.7108,10.61419,27.45326,16.26625,-13.55149
305,51613,257,0.08392204,216.08391,-0.21896349,497.1877,145.4722,96.50123,155.3289,11.39495,80.07159,58.03294,-56.26821
305,51613,455,0.08408643,216.49999,0.2318963,133.4281,24.91071,12.25316,79.75276,8.944795,15.36994,17.91498,-8.670408
305,51613,611,0.08698339,217.61878,0.17257696,61.05227,13.37361,3.170722,23.64551,1.48156,7.365559,5.32526,-5.110923
306,51637,281,0.1306553,216.97668,-1.219885,25.97144,7.677151,10.94633,24.45035,0.4590592,6.113101,2.696733,-2.806677
306,51637,282,0.1319543,217.33336,-0.85839466,51.32603,21.24508,25.83443,40.82623,7.87789,22.84677,18.28591,-2.794473
306,51637,304,0.04957435,216.88066,-0.59100022,151.7595,48.0679,44.5616,26.00276,5.498441,35.23397,26.47809,-28.21894
306,51637,390,0.05611819,217.36668,0.71653634,21.03293,4.464901,2.482026,8.615018,0.1080391,2.905085,5.771786,-4.18367
307,51663,10,0.1428972,220.48437,-0.83095419,32.56387,11.31409,21.68001,38.48362,4.133809,15.0666,8.264339,-2.507936
307,51663,185,0.006427905,219.46892,-0.39862871,2653.327,586.7245,459.6169,561.17,41.67085,411.2771,299.1885,-142.6583
307,51663,414,0.1307388,219.44328,0.71194462,42.84859,7.059013,3.708991,29.78359,5.216117,8.303946,3.586597,-5.085911
308,51662,11,0.0831912,222.59571,-0.88526498,171.1058,30.86351,57.10948,172.0515,13.86549,42.89404,24.7456,-9.366429
308,51662,61,0.02677014,222.72888,-0.36899667,68.96588,18.6615,21.97195,9.876639,5.306414,19.77014,15.80954,-13.74437
308,51662,64,0.07904557,222.83954,-0.44983712,134.4285,30.30058,286.3607,240.4978,30.71157,58.07076,47.99696,-5.561708
308,51662,312,0.1988809,220.78643,-0.30442622,66.69991,15.63562,88.60818,98.50909,11.76124,33.89612,27.35562,-8.186055
308,51662,443,0.04946224,221.59339,1.2284208,115.1603,29.35763,8.845475,42.14375,5.244314,24.96591,16.67638,-9.172489
309,51994,121,0.1629576,223.80658,-0.96910278,296.0202,63.14348,21.19608,100.1634,12.16138,43.7274,34.06479,-33.39634
309,51994,126,0.07642194,223.76982,-0.7963754,468.5609,119.6736,31.05967,159.1629,12.03888,93.30405,62.72103,-38.85368
309,51994,474,0.06673836,223.65808,0.19362484,44.14798,13.30896,4.326005,12.63907,0.8659146,10.70982,7.823241,-12.51426
310,51990,29,0.08766133,227.32356,-0.19303886,630.4294,128.076,40.04697,228.465,16.43136,110.6853,83.3822,-57.3888
310,51990,137,0.03689335,225.95646,-0.92998342,71.86543,21.18436,45.19739,52.3513,2.279236,30.984,18.91579,-2.203943
310,51990,271,0.04078309,225.25076,-0.20832855,292.7369,68.59924,42.67859,184.6159,20.458,83.12421,62.1303,-7.809845
310,51990,581,0.1871722,226.73754,0.64076162,163.904,38.84139,10.42033,72.69772,7.423378,22.81455,24.16433,-12.93029
311,51665,53,0.126428,228.0574,-0.69225759,223.3191,44.73883,9.608292,87.53663,10.21559,43.76796,29.52938,-19.42277
311,51665,78,0.1595246,228.25512,-0.040863268,171.1897,30.90057,10.96588,79.54272,4.066568,22.34213,15.43284,-18.61891
311,51665,329,0.07334874,227.19939,0.74467912,128.3101,21.70397,3.888139,67.36611,5.131255,22.11273,18.91144,-7.992998
311,51665,387,0.05858022,227.37942,0.55686687,803.8669,186.2262,46.10387,286.6181,12.35603,131.6461,100.4776,-53.98413
311,51665,473,0.1435254,227.72708,0.23187613,29.88918,5.622124,4.324475,18.62103,7.753034,6.554955,3.668686,-2.874738
311,51665,492,0.07243982,227.88475,0.36823938,80.02962,24.05877,10.61926,19.89054,3.054497,20.99129,15.19173,-20.97093
311,51665,547,0.1245088,228.2183,0.65913776,76.02194,29.05838,71.47565,83.23118,20.81556,44.4613,35.68631,-6.065678
311,51665,552,0.1595413,228.3247,0.5852832,86.97419,22.1896,13.94238,39.48069,2.623085,23.38647,12.60307,-16.07203
311,51665,556,0.1373313,228.18176,0.50719055,70.75323,14.03055,15.02985,41.24984,4.880124,4.518925,5.911803,-4.80442
311,51665,572,0.09663338,228.05931,1.1472385,710.4593,135.7848,26.3858,279.4372,20.57376,94.26359,65.20699,-38.35411
311,51665,585,0.09481669,228.41245,0.59378317,114.352,26.71675,10.86144,39.88747,4.073648,25.08024,9.441216,-14.5169
312,51689,35,0.1373135,230.32554,-0.75652864,25.20497,7.207909,2.400819,19.5449,6.181253,3.588942,1.158914,-2.978435
312,51689,70,0.0370101,229.93213,-0.60772418,439.2515,145.1115,170.3793,79.80735,15.38736,100.1009,66.28893,-41.79011
312,51689,159,0.1150365,229.47683,-0.46315611,102.0279,24.97914,3.294926,53.64786,2.943713,17.23333,11.69658,-13.04822
312,51689,160,0.1189185,229.37272,-0.52805351,126.4344,16.63292,26.24918,124.4147,19.02825,47.14677,40.145,-5.432425
312,51689,192,0.1168362,229.17422,-0.39240578,61.93069,16.23269,10.63242,46.76509,3.770848,19.05796,14.77051,-4.610447
312,51689,297,0.1441273,228.77677,-1.1272619,64.03336,12.99812,4.482044,36.13206,5.213265,17.2853,8.275203,-6.633665
312,51689,380,0.02840132,228.61306,1.1114644,150.7283,30.77091,31.71997,30.05334,5.916697,39.22574,26.74175,-19.09067
312,51689,407,0.1088594,229.09076,0.96473979,609.713,134.6367,20.48422,212.5944,10.20362,77.42375,55.36383,-35.03397
312,51689,578,0.1151123,229.66784,0.88126645,32.25825,12.46815,20.25057,25.0967,6.530927,10.60762,9.908937,-1.82255
312,51689,633,0.05708955,230.33947,-0.05342452,115.7337,35.07372,31.19302,27.53307,2.998766,30.49911,19.67578,-23.61421
313,51673,271,0.1207688,230.64221,0.0035463276,114.6981,21.59519,3.295001,46.00991,4.006143,18.09661,11.21529,-11.43059
313,51673,390,0.05311313,230.55938,0.64813339,166.5041,50.2047,76.5904,20.94841,8.92149,37.0471,25.95821,-27.78852
315,51663,170,0.0778373,235.03964,-0.14407764,156.8958,35.95733,10.82086,47.64941,2.255169,37.39309,21.98911,-17.04952
315,51663,236,0.07847924,234.54123,-0.6385555,356.1724,103.646,103.7362,83.56654,10.64237,66.35677,45.44613,-59.21387
315,51663,301,0.06771265,233.48911,-0.018815579,35.22956,9.841752,7.005486,17.14012,3.783463,10.7433,10.20342,-3.232138
326,52375,117,0.140311,172.22976,-2.6857789,274.4419,74.75396,26.21619,76.60156,9.321616,49.09551,39.37187,-36.90165
326,52375,120,0.0377599,172.35845,-3.0038012,85.86591,26.2925,21.10385,23.0892,4.370047,22.43191,16.23553,-17.09699
326,52375,272,0.1193131,171.00431,-2.4755026,54.45286,10.48571,8.220246,27.99796,5.125607,12.43186,7.062144,-4.13425
326,52375,315,0.09597468,170.83201,-2.7670962,39.25497,9.823686,4.024889,18.52501,1.838636,11.75314,2.986905,-4.312737
326,52375,414,0.06277878,171.43872,-1.5527921,881.2063,255.256,300.9703,176.9563,21.64077,144.0171,104.0331,-89.16892
326,52375,460,0.1051569,171.79393,-1.4205006,52.40965,13.38882,13.94622,33.63597,3.481087,9.375275,9.285454,-5.585808
326,52375,575,0.1096643,172.42462,-1.4256019,163.4334,43.06551,6.988067,55.04513,4.843214,25.13214,18.4584,-26.49177
327,52294,162,0.1048177,173.78084,-3.0884965,102.4843,19.099,7.443848,49.7453,0.8647771,9.504269,15.12019,-6.459005
327,52294,165,0.1045342,173.84804,-2.7546124,33.16034,11.10629,6.897522,34.73898,2.423765,13.4821,12.24737,-4.599425
327,52294,213,0.1049242,173.48038,-3.1535059,19.87648,7.067707,7.934484,7.999538,6.7128,14.94831,5.179186,-1.741006
327,52294,323,0.1207979,172.56176,-1.6197536,4.700649,3.820632,4.9073,6.37157,2.020479,6.972446,0.4778255,-0.2383389
327,52294,349,0.04285307,172.46567,-1.8903191,166.1693,48.90261,41.04176,38.93979,5.199662,37.89222,28.85165,-33.55825
328,52282,204,0.05376337,174.95881,-3.4657066,283.3857,77.09718,31.34432,93.68518,8.958809,62.8354,43.12331,-31.80589
328,52282,241,0.05825974,174.93089,-3.6524886,962.7154,283.4801,589.7026,130.9748,31.61987,159.8577,110.7298,-84.65681
328,52282,335,0.04690041,173.94958,-1.7631628,266.877,76.59127,44.11203,88.52109,7.863496,66.0388,48.5117,-22.97438
328,52282,494,0.1189736,175.85649,-2.160708,215.6028,57.02687,11.96366,63.65796,6.949583,36.6562,26.11009,-30.50422
328,52282,526,0.07736063,175.82497,-1.5464519,43.13564,12.23204,11.99616,19.79096,4.48267,10.91258,8.661887,-2.835096
328,52282,555,0.04670004,176.24655,-2.440278,125.912,43.30858,38.16031,30.73086,4.623559,35.38951,27.36838,-20.99654
329,52056,7,0.176187,177.63232,-3.4714424,13.50694,5.038815,10.33691,13.51622,0.1497518,4.414015,59.3344,-0.7655551
329,52056,184,0.10761,176.94829,-3.1324913,18.94486,5.128882,2.183616,10.03788,2.642463,5.29312,1.271457,-7.189151
329,52056,466,0.04561746,176.7894,-2.5329066,113.6384,38.14787,51.98408,22.03716,5.616491,28.66117,20.47049,-22.52213
329,52056,554,0.09136133,177.25981,-2.36137,435.1706,84.19567,19.42152,176.5079,14.19933,78.01945,55.30149,-33.52592
329,52056,629,0.08056,178.05591,-2.0395508,15.29623,5.979484,7.418317,11.79375,3.490382,5.436007,8.210334,-0.7537698
330,52370,118,0.1350909,178.71319,-2.6807584,12.12247,1.620774,4.394997,15.71142,1.237702,7.881458,10.33887,-0.9082167
330,52370,183,0.09105001,178.0777,-3.1764061,61.83339,13.6565,17.66795,66.14842,10.30332,21.30762,14.48749,-3.594229
330,52370,520,0.1780692,178.76737,-2.5516846,144.4895,23.9129,36.51323,72.41319,0.4842033,25.92938,11.81009,-12.68134
331,52368,24,0.08253472,181.16584,-2.9673219,232.7055,60.66085,11.39888,73.5332,3.825422,33.56643,20.97632,-21.60633
331,52368,40,0.1076272,181.19928,-2.643883,393.9081,89.88811,131.2032,64.03346,19.70735,68.22086,50.18428,-59.70094
331,52368,191,0.1866789,180.20694,-2.7301538,45.24459,9.475484,12.05344,35.98181,2.435403,19.09225,16.21827,-4.570714
331,52368,209,0.01941762,179.91312,-3.6814183,1770.802,401.5419,73.32132,608.6797,23.08116,258.8668,188.0181,-70.15745
331,52368,495,0.1657106,180.27276,-2.3804247,31.80794,5.404601,18.36759,47.4505,4.487544,10.19928,5.563924,-1.787517
332,52367,168,0.202388,182.61477,-2.9853358,38.33867,8.307554,8.897281,30.03769,0.3418265,8.357351,4.829019,-3.841996
332,52367,325,0.05125692,181.90153,-1.5541326,322.7055,69.34177,24.31397,119.6449,14.59808,61.39562,41.75898,-19.60303
332,52367,336,0.1751472,181.74552,-1.6713563,114.7877,21.47463,5.173631,31.12001,0.8560936,10.51759,9.768391,-23.03773
332,52367,408,0.1114713,182.43437,-1.4721439,171.4933,12.83814,16.11734,103.3752,11.40181,26.58737,19.32774,-10.41754
332,52367,503,0.1625209,182.71,-1.9086129,166.8604,46.75832,12.04789,65.53484,6.246305,30.31019,22.50311,-22.19175
332,52367,514,0.09644668,182.79253,-2.4080834,253.0238,51.4605,11.77435,91.54756,5.402179,36.49873,26.55036,-21.15508
332,52367,576,0.199534,183.31869,-1.4422186,93.92861,22.54712,10.6506,39.86756,3.70649,9.764121,9.418804,-13.8692
333,52313,126,0.07345365,184.6628,-3.7039924,339.0113,87.71934,21.09677,128.8397,7.687729,51.11111,38.44573,-27.6881
333,52313,224,0.1087829,184.15163,-3.1217923,25.49357,6.691524,5.702493,13.59309,3.029993,7.59807,4.610892,-3.456542
333,52313,623,0.1138044,185.93702,-1.9236995,56.70535,13.88791,2.82176,32.79177,4.148564,14.34517,9.936201,-5.134474
334,51993,21,0.1720036,188.18878,-3.0999705,173.0041,44.71407,25.63326,84.66308,9.199705,43.68442,29.87074,-13.51063
334,51993,233,0.02516428,186.51427,-3.0185566,760.553,245.3724,213.1327,157.4233,10.72875,131.8473,88.10786,-39.9007
334,51993,365,0.006608162,186.59411,-1.2550122,1507.512,483.636,1950.541,42.71042,16.11142,84.70361,61.8868,-772.2385
335,52000,54,0.1341072,189.93076,-3.7138985,277.9762,72.31361,16.69579,108.844,8.042465,49.07171,34.23005,-38.88277
335,52000,59,0.10494,189.90903,-3.0677326,102.8827,26.49078,9.213148,30.04536,4.037226,17.47204,13.04771,-23.12134
335,52000,235,0.1346157,188.96011,-2.5199763,164.3065,37.19243,11.25133,51.69523,1.634961,25.63203,9.18185,-20.50925
335,52000,378,0.164978,188.95744,-1.6082604,28.21646,7.297528,16.21284,34.31528,9.149625,11.58245,15.78496,-2.183695
335,52000,434,0.02288939,188.97864,-2.3858469,158.8675,58.73833,136.7431,172.2631,10.50163,54.11806,38.5593,-1.013487
336,51999,50,0.09024897,191.7954,-3.5976919,138.0802,24.22477,17.21944,70.24027,7.593526,27.10869,19.70654,-14.65627
336,51999,159,0.1227262,191.78492,-2.5305142,241.4145,50.56132,17.61229,107.6836,5.525734,38.32137,32.16548,-20.21669
337,51997,67,0.1172697,193.8276,-2.8539809,123.5325,33.03741,11.39659,52.50527,2.786502,20.91327,16.43685,-14.22361
337,51997,89,0.08714756,193.07383,-3.5847725,403.5918,106.8839,88.56548,98.52618,14.72404,77.81573,57.37999,-60.66359
337,51997,109,0.08392965,193.72615,-2.9473255,34.69178,5.658483,18.60838,36.8573,12.35012,20.5948,5.998364,-1.242229
337,51997,183,0.0478659,192.83036,-3.0409565,781.5042,197.1878,47.88737,311.2547,14.32801,120.5624,86.54119,-50.80691
337,51997,194,0.1756929,192.88246,-2.712689,42.40503,4.527784,8.272278,12.55982,6.83448,10.91609,8.994747,-0.867047
337,51997,199,0.09512533,192.81272,-2.4585425,80.86974,20.75249,9.407608,31.0402,1.835935,13.74941,6.293303,-9.470965
337,51997,215,0.1037652,192.83358,-3.5036258,510.7281,166.2246,370.9836,63.93836,11.52406,54.56383,41.9445,-121.7257
337,51997,258,0.05508272,192.43971,-3.2120308,38.21571,14.33431,31.99128,23.41462,4.451705,17.57729,6.871514,-1.135023
337,51997,494,0.1091365,192.9901,-1.7415741,570.3882,120.7815,21.5169,223.426,8.612411,78.06028,60.36399,-44.47205
338,51694,23,0.08787093,195.76467,-2.5952865,33.77339,10.19613,8.853944,20.28977,4.243499,7.021865,7.523362,-2.110142
338,51694,50,0.08577006,195.09262,-3.2920823,278.1502,82.98579,55.27737,66.92642,9.245008,56.19654,41.17975,-35.24956
338,51694,61,0.06706454,195.65947,-2.9609226,513.0414,160.7676,201.4442,113.5933,16.01511,85.75683,70.14177,-52.82924
338,51694,360,0.01647883,193.56825,-2.0345676,401.5323,120.435,52.32779,137.4363,13.70541,92.11916,64.66188,-19.41805
338,51694,374,0.009130055,194.30393,-1.7109693,993.2818,226.8277,197.6185,278.2686,22.71109,181.0674,126.185,-83.05752
338,51694,432,0.08466777,194.25624,-1.8599703,150.9085,34.73243,8.050294,61.5301,8.408407,26.32715,16.16511,-12.42835
338,51694,515,0.08274806,194.9147,-2.1110653,175.6896,38.21106,15.71467,83.27925,5.829391,30.89508,23.55783,-11.7314
339,51692,26,0.2466644,197.35531,-3.3912016,176.6355,34.26788,84.60688,136.9289,15.6217,24.45434,18.67211,-32.65493
339,51692,446,0.1085379,196.45391,-1.3592068,165.5831,44.66621,11.27606,59.44722,2.897247,23.87302,17.0853,-22.94905
339,51692,506,0.08265988,196.42875,-2.2210579,64.00716,11.93487,12.3469,42.22718,3.458865,27.97003,12.88833,-7.740956
339,51692,542,0.07613837,197.13922,-2.0434535,38.91891,8.432274,25.42817,19.14592,4.778695,26.32168,1.289341,-1.437201
339,51692,572,0.08408396,197.08864,-1.8399273,11.01083,5.058524,9.2725,10.91565,2.497106,4.629697,2.908932,-1.030308
339,51692,624,0.129732,197.68247,-2.211211,198.9845,41.20016,14.42071,81.06058,5.083004,34.82104,25.54613,-14.33564
340,51990,38,0.04786729,199.57035,-2.4177787,395.095,89.43281,35.64372,119.3352,8.531713,83.57859,56.95507,-30.64965
340,51990,66,0.08420296,199.02091,-2.6183239,228.3002,48.57711,14.32287,81.92879,8.999324,29.78912,22.03815,-10.65619
340,51990,371,0.08134072,197.44261,-1.5235954,63.39538,13.83649,7.046329,36.92871,5.970552,9.890131,20.7352,-3.44418
340,51990,534,0.08353332,198.26747,-1.2253993,102.5088,21.57298,5.127982,33.11292,4.859887,15.29094,8.258752,-9.752371
340,51990,562,0.0860414,198.77791,-1.2509803,12.87739,6.237911,19.28588,36.73854,4.944615,8.178196,6.032256,-0.4189304
340,51990,563,0.09524147,198.88077,-1.5249211,793.8839,146.0632,41.42832,307.1631,21.51236,122.5017,98.78381,-43.34325
340,51990,625,0.1192948,199.40072,-2.0824796,72.4373,13.56208,1.828508,33.06585,2.277644,13.33245,7.147669,-6.986758
341,51690,17,0.1364121,200.98548,-3.2375922,148.1556,29.91611,7.234122,65.13726,3.662172,14.60064,14.8069,-23.82078
341,51690,79,0.1008038,200.9591,-2.4487399,13.50111,3.928198,13.0746,23.26601,1.660877,6.189643,6.475774,-0.8487554
341,51690,105,0.04743186,200.69631,-3.0092661,256.3831,84.39137,122.4035,43.6917,9.2854,50.66727,34.3271,-46.37797
341,51690,396,0.05283822,199.71017,-1.75901,92.64101,17.40967,12.13066,37.11417,5.788394,21.98687,16.10577,-8.747471
341,51690,444,0.06622519,200.1734,-1.3491282,190.5159,44.17927,30.66245,147.6444,15.12133,60.69815,40.67579,-13.57981
341,51690,494,0.08644015,200.51688,-1.9174894,115.7865,26.05786,17.12895,36.82976,4.607656,22.47644,12.69263,-18.39591
341,51690,566,0.102179,200.60172,-1.2723598,169.5597,49.3535,65.29188,79.99567,7.454406,26.6631,19.25617,-23.77935
342,51691,51,0.1131111,237.52512,-0.59059806,124.3665,30.78603,3.40723,38.73965,4.212876,14.63155,11.68604,-19.59825
342,51691,181,0.07872328,236.7585,-0.37704667,696.7851,154.4985,32.22823,245.2003,13.84619,102.2526,69.84104,-61.63324
342,51691,223,0.07896673,236.46401,-0.097046817,188.2954,35.57321,21.43334,102.4065,8.008883,34.13593,24.03581,-9.594972
343,51692,30,0.0531863,240.31503,-0.53883802,179.9961,57.45154,39.27904,36.14334,5.431623,37.63537,22.91887,-23.96325
