#Table1
plate,mjd,fiberid,z,ra,dec,h_beta_flux,h_beta_eqw,oiii_5007_flux,h_gamma_flux,ratio_oiii_hbeta,ratio_hbeta_hgamma,ratio_oiii_hgamma,approx_ebv_sfd,fwhm_hbeta_kms
789,52342,507,0.1347965,216.10092,59.883499,892.6796,-4.659881,692.6812,750.463,0.7759572,1.189505,0.9230051,0.01124504,1177.41002251547
416,51811,316,0.1870336,54.214693,-0.17352917,385.0169,-11.36494,389.926,152.6822,1.01275,2.521688,2.553841,0.09007494,1177.41002251547
997,52734,332,0.2976252,153.51336,7.3796491,232.1646,-23.06239,213.6032,81.19347,0.9200506,2.8594,2.630793,0.02241964,1177.41002251547
998,52750,323,0.2366518,155.21797,7.3884132,281.036,-14.18873,283.231,109.2708,1.00781,2.571923,2.592011,0.02115131,1177.41002251547
957,52398,169,0.1236692,193.24466,59.309096,333.6295,-7.009677,350.4474,227.7831,1.050409,1.46468,1.538513,0.008757851,1177.41002251547
1793,53883,41,0.2212256,196.11186,8.7618624,372.3969,-26.61897,129.7833,156.7239,0.3485081,2.376133,0.8281015,0.02787178,1177.41002251547
1223,52781,471,0.05014781,172.05429,10.385646,3397.969,-22.88305,2849.511,1610.891,0.8385926,2.109372,1.768904,0.02508802,1128.53284644652
1224,52765,412,0.1745976,174.40853,10.658383,1289.461,-11.87247,716.973,615.6964,0.5560255,2.094313,1.164491,0.03431242,1177.41002251547
1224,52765,502,0.1496747,175.04222,10.491163,1442.874,-13.20809,1549.283,775.6729,1.073748,1.860158,1.997341,0.03150631,1177.41002251547
1597,52999,287,0.10992,152.57926,10.122654,303.5023,-13.8792,644.4968,119.6588,2.123532,2.536399,5.386123,0.03524167,1177.41002251547
1426,52993,110,0.2823015,152.64284,37.420767,205.6766,-10.61402,636.9109,130.054,3.096662,1.58147,4.89728,0.01216502,1177.41002251547
1394,53108,141,0.2897916,214.15556,43.122552,160.7662,-12.96815,52.24799,70.01042,0.3249937,2.296318,0.7462888,0.008123912,1177.41002251547
1711,53535,436,0.2304113,219.6385,10.33574,400.3225,-20.70524,132.0394,180.262,0.3298324,2.220781,0.7324858,0.02729467,1177.41002251547
1439,53003,116,0.07855494,168.83653,40.723829,439.4113,-11.4913,395.483,215.9804,0.9000294,2.034496,1.831106,0.01252712,1177.41002251547
1385,53108,569,0.2840672,227.82764,34.740951,130.2999,-12.74055,112.3101,63.70967,0.8619353,2.045214,1.762842,0.01550793,1177.41002251547
1767,53436,337,0.2292808,185.26041,15.913069,429.7999,-13.6237,265.913,197.9597,0.6186903,2.171148,1.343268,0.02103773,1177.41002251547
1706,53442,212,0.2583873,213.50365,12.289048,233.7889,-19.16315,150.9428,98.06052,0.645637,2.384129,1.539282,0.02058284,1177.41002251547
1728,53228,314,0.2201231,239.20937,8.042805,632.8788,-29.71842,223.3775,261.5802,0.3529546,2.419445,0.8539543,0.0417546,1177.41002251547
1655,53523,515,0.2299446,239.99174,26.184078,240.715,-6.460626,304.7332,102.5599,1.26595,2.347068,2.971271,0.04570227,1177.41002251547
1659,53224,542,0.1284753,248.74928,20.826691,349.0913,-6.453087,321.3411,196.5264,0.9205073,1.776308,1.635104,0.05708544,1177.41002251547
1659,53224,67,0.1181223,249.40083,20.371217,670.241,-15.81348,1097.096,220.3591,1.636868,3.041586,4.978673,0.06698143,1177.41002251547
1867,53317,44,0.2170662,115.5782,46.91475,381.0669,-30.10366,455.403,156.4555,1.195074,2.435625,2.910751,0.05954072,1177.41002251547
1864,53313,371,0.2100878,110.66704,41.564767,342.5306,-6.431987,458.984,210.8225,1.339979,1.624735,2.177111,0.05911713,1177.41002251547
1587,52964,117,0.08647743,129.49852,26.556761,680.5996,-10.9002,387.8244,347.4221,0.5698276,1.958999,1.116292,0.0372798,1177.41002251547
2036,53446,381,0.1077482,172.33873,38.442124,566.9142,-14.79115,476.9327,250.3845,0.8412784,2.264175,1.904801,0.01964693,1177.41002251547
2017,53474,180,0.2275464,205.87458,28.055933,210.1016,-10.84347,423.9889,114.2165,2.018018,1.839503,3.712151,0.01131322,1177.41002251547
2118,53820,231,0.1484172,208.47909,27.570233,402.2652,-15.83279,420.6682,239.7174,1.045748,1.678081,1.75485,0.01371623,1177.41002251547
717,52468,162,0.2113915,330.47321,-8.5788148,399.8812,-12.03454,1242.196,264.7134,3.106412,1.510619,4.692605,0.03223115,1177.41002251547
415,51810,510,0.2719085,53.73294,0.69447919,292.4146,-20.76876,111.9239,138.4209,0.3827577,2.112503,0.8085769,0.09660317,1177.41002251547
2225,53729,161,0.1331795,180.37544,29.53249,502.3862,-8.937427,590.641,255.961,1.175671,1.962745,2.307543,0.01917735,1177.41002251547
2228,53818,63,0.142344,183.35656,29.647804,272.9181,-11.04502,292.3528,146.7472,1.071211,1.859784,1.99222,0.01907963,1177.41002251547
2433,53820,531,0.1341636,135.05247,13.872824,203.3986,-13.62405,410.0379,87.79674,2.015933,2.316699,4.67031,0.0273516,1177.41002251547
2375,53770,534,0.1589204,157.11261,20.954059,163.3855,-11.48728,262.9742,68.26456,1.609533,2.393416,3.852281,0.01454395,1177.41002251547
2648,54485,526,0.2542097,191.61037,23.455402,297.6838,-21.64392,95.97728,119.1135,0.3224135,2.499162,0.8057635,0.01968083,1177.41002251547
2581,54085,415,0.05125933,145.47258,16.605835,250.3814,-11.71711,212.6214,93.43521,0.8491899,2.679733,2.275602,0.02732022,1177.41002251547
2507,53876,85,0.1769604,175.65361,20.984252,551.61,-10.36624,475.4135,275.6347,0.8618653,2.001236,1.724796,0.01759263,1177.41002251547
2519,54570,229,0.09636921,237.1849,12.56552,491.562,-8.664161,739.136,236.1796,1.503647,2.081306,3.12955,0.04394114,1177.41002251547
2528,54571,257,0.2791741,243.28692,10.616163,232.8668,-17.25475,202.9624,91.683,0.8715814,2.539913,2.213741,0.04686644,1177.41002251547
2608,54474,379,0.2988839,179.94621,20.818693,291.9029,-17.41576,375.6451,117.5364,1.286884,2.48351,3.195988,0.02320859,1177.41002251547
2529,54585,81,0.2413506,245.05777,8.9625457,198.7454,-9.655194,342.957,88.02319,1.72561,2.257876,3.896212,0.04886446,1177.41002251547
2529,54585,58,0.2380094,245.30484,9.0840943,175.3281,-12.43218,121.9427,78.84995,0.6955112,2.223567,1.546516,0.04542728,1177.41002251547
2607,54184,477,0.2086255,204.6112,17.076703,695.1603,-15.91784,163.3523,308.1734,0.2349851,2.255744,0.5300663,0.01743204,1177.41002251547
2494,54174,45,0.116652,170.72999,16.011303,1506.387,-22.81237,499.2399,750.491,0.3314155,2.007201,0.6652176,0.0233121,1177.41002251547
2512,53877,214,0.2570873,178.40341,16.368075,282.1263,-15.44428,836.2418,109.6399,2.964069,2.573209,7.627167,0.03223481,1000.59981682417
746,52238,337,0.2947521,351.13764,15.443791,364.4473,-27.14858,109.1319,136.464,0.2994449,2.670649,0.7997119,0.04559165,1177.41002251547
451,51908,265,0.1176378,138.70292,56.059988,275.1396,-11.4069,154.4973,110.382,0.5615233,2.492614,1.39966,0.02056547,1177.41002251547
619,52056,272,0.2027753,239.15834,54.052337,457.9794,-21.52018,150.9726,200.2954,0.3296494,2.28652,0.7537499,0.01578034,1177.41002251547
511,52636,443,0.1520546,170.30923,3.4296726,1024.485,-18.37632,546.0132,545.4083,0.5329638,1.878381,1.001109,0.04760179,1177.41002251547
723,52201,94,0.2914882,342.07298,-10.263098,595.9642,-8.414063,736.3747,333.2021,1.235602,1.788597,2.209995,0.04063686,1177.41002251547
638,52081,259,0.2121375,316.81139,-7.5404808,433.6847,-20.14105,103.3827,208.8613,0.2383822,2.076425,0.4949827,0.07987322,1177.41002251547
644,52173,249,0.1350643,327.20229,-8.7468933,1555.942,-22.46857,684.5223,719.7314,0.4399407,2.161837,0.9510802,0.04334416,1177.41002251547
430,51877,236,0.09389244,27.694537,13.399986,342.1355,-21.84908,133.8,119.0563,0.3910733,2.873729,1.123839,0.06188682,1177.41002251547
752,52251,177,0.2062073,3.570502,14.844023,455.972,-20.43389,263.4589,207.9619,0.5777961,2.192575,1.266861,0.0371637,1177.41002251547
541,51959,167,0.1848801,114.17821,32.154327,574.1335,-21.01787,304.2701,256.8598,0.529964,2.235202,1.184577,0.0384201,1177.41002251547
850,52338,544,0.223316,198.14935,5.4962901,216.2971,-15.96408,116.8921,105.0368,0.5404238,2.05925,1.112868,0.02933951,1177.41002251547
980,52431,112,0.182921,260.82687,27.933806,437.1491,-12.66672,348.2779,189.6812,0.7967028,2.304651,1.836122,0.04646404,1177.41002251547
907,52373,167,0.2563711,164.04086,55.267831,298.1883,-13.6451,142.0394,141.9898,0.4763415,2.100068,1.00035,0.009379262,1177.41002251547
1006,52708,198,0.06519432,149.92235,49.258208,836.3729,-19.99265,1022.962,308.2039,1.223094,2.7137,3.319109,0.01002423,1155.61435491545
1197,52668,52,0.06234368,127.68903,34.09226,1673.68,-16.87506,2922.53,808.612,1.74617,2.069818,3.614254,0.03189982,1177.41002251547
861,52318,365,0.2877666,123.37687,32.764531,207.7901,-19.75897,91.76778,107.4585,0.4416369,1.933679,0.8539838,0.04247446,1054.71001415958
1046,52460,276,0.2768009,215.90028,50.02152,195.3773,-13.1476,98.73948,70.60162,0.5053785,2.76732,1.398544,0.01702051,1177.41002251547
1046,52460,125,0.2540441,217.82273,49.44171,513.0931,-20.5591,336.181,233.3563,0.6552047,2.198755,1.440634,0.01920689,1177.41002251547
1053,52468,593,0.1414292,237.67193,41.656976,274.0147,-10.57151,93.27317,134.6265,0.3403947,2.035369,0.692829,0.01434446,1177.41002251547
1053,52468,376,0.2486441,235.72978,42.623398,214.3937,-22.16892,223.9949,97.60555,1.044783,2.196532,2.2949,0.0242142,1177.41002251547
1689,53177,148,0.07189731,257.24638,21.885585,368.7074,-5.205607,983.871,163.0001,2.668433,2.262007,6.036016,0.0554303,1177.41002251547
1216,52709,561,0.2356387,147.86703,42.060058,409.2043,-15.10165,169.6779,192.4927,0.4146533,2.125818,0.8814774,0.01060167,1177.41002251547
1744,53055,110,0.1165138,151.0602,12.116394,1024.693,-22.40717,397.5296,446.5144,0.38795,2.294871,0.8902951,0.03638323,1177.41002251547
1414,53135,471,0.2374644,251.14497,24.330946,481.5604,-26.32085,1053.333,212.517,2.187334,2.265985,4.956466,0.03983532,1177.41002251547
1415,52885,502,0.2940318,254.42128,22.544394,165.8313,-13.0844,99.42721,85.10349,0.5995684,1.948584,1.168309,0.05567822,1177.41002251547
1719,53876,373,0.1431218,228.25928,9.7351674,248.2652,-10.555,170.1041,118.8986,0.6851711,2.088041,1.430665,0.03166588,1177.41002251547
1811,53533,258,0.05600063,214.78463,7.9137806,447.2744,-4.577522,2248.282,195.6882,5.026628,2.285649,11.48911,0.02812619,1177.41002251547
1813,53903,285,0.1868422,219.57005,7.5981089,502.7711,-10.09945,1306.641,287.205,2.598878,1.750565,4.549506,0.02400522,1177.41002251547
1684,53239,491,0.1862121,245.58608,32.927747,207.4552,-14.05788,75.14662,91.88597,0.3622306,2.257746,0.8178248,0.02116974,1177.41002251547
1672,53460,619,0.1798888,216.18987,49.388313,942.0079,-15.79773,514.7286,377.3082,0.5464164,2.496654,1.364212,0.01849769,1177.41002251547
394,51913,618,0.2340072,13.692347,0.70114752,272.2934,-21.74441,69.55852,116.3902,0.2554543,2.339487,0.5976322,0.02255064,1104.76948696256
683,52524,123,0.1919661,356.39928,-1.1388499,412.7617,-16.94585,576.3985,180.9257,1.396444,2.281388,3.18583,0.02640403,1177.41002251547
386,51788,286,0.1823031,356.8554,-1.1121427,406.488,-18.1468,205.3399,187.5565,0.5051562,2.167283,1.094816,0.03011593,1177.41002251547
412,52258,129,0.08017637,47.615957,-0.83077151,2925.605,-12.63087,1637.148,1454.904,0.559593,2.010858,1.125262,0.05664573,1177.41002251547
1876,54464,284,0.1130216,133.18724,62.981181,319.3602,-7.310012,56.06403,134.2835,0.1755511,2.378254,0.4175051,0.06937009,1177.41002251547
1877,54464,174,0.1857131,138.71374,65.254238,219.0216,-14.25472,741.1838,86.6433,3.384067,2.527854,8.554427,0.1215021,1177.41002251547
1755,53386,542,0.1944577,175.01357,15.455981,302.4433,-26.99238,232.3326,130.8349,0.7681857,2.311641,1.77577,0.02617434,1177.41002251547
1761,53376,342,0.1155275,175.39074,15.444679,1720.346,-35.61682,485.4149,780.1384,0.2821611,2.205181,0.6222165,0.02673668,1177.41002251547
2007,53474,205,0.1227424,162.57151,37.693208,1491.636,-31.63031,453.9684,653.4938,0.3043427,2.282556,0.6946791,0.01327533,1177.41002251547
1931,53358,133,0.1266126,131.21539,23.488667,341.8353,-29.50078,340.9185,148.3993,0.9973183,2.303483,2.297305,0.02695509,1039.24450642548
1950,53436,344,0.137954,148.8854,30.832955,234.206,-13.826,533.0683,81.42614,2.276066,2.8763,6.546649,0.01885792,1177.41002251547
2125,53795,432,0.1877306,212.67486,31.675394,267.1736,-8.052382,320.7278,146.3958,1.200447,1.825009,2.190827,0.01155907,1177.41002251547
2016,53799,61,0.1829528,198.07396,35.255849,1984.522,-7.393268,2392.272,1265.194,1.205465,1.568551,1.890834,0.01011685,1177.41002251547
2158,54209,114,0.136087,230.30941,22.462186,4356.603,-24.24099,724.6421,1787.17,0.1663319,2.437711,0.4054691,0.03755684,1177.41002251547
2202,53566,444,0.07258701,246.13198,15.236445,266.2719,-7.792502,166.7846,95.80247,0.6263694,2.779385,1.740921,0.04012298,1177.41002251547
2143,54184,471,0.2166338,221.99331,24.808254,148.021,-9.540262,127.3088,82.64708,0.8600729,1.791,1.540391,0.03068944,1177.41002251547
1242,52901,574,0.2091353,58.079515,1.1596475,1048.88,-19.58253,626.4758,491.0901,0.5972808,2.135819,1.275684,0.218786,1177.41002251547
2598,54232,40,0.1174856,188.71515,16.94234,202.0836,-12.47049,166.1482,83.93895,0.8221753,2.407507,1.979393,0.02635316,1177.41002251547
2423,54149,225,0.2952563,124.98868,10.618521,177.2691,-11.32594,126.6443,79.30337,0.7144182,2.235329,1.59696,0.02421656,1177.41002251547
2571,54055,246,0.1820094,123.7913,8.6738685,400.125,-13.12553,517.9666,182.1945,1.294512,2.196142,2.842932,0.01619691,1177.41002251547
2574,54084,484,0.2419671,132.43991,11.163687,243.227,-14.96708,420.8715,109.2301,1.730365,2.22674,3.853072,0.02923235,1177.41002251547
299,51671,133,0.2374521,205.30807,-0.88755139,1711.321,-38.94633,1930.572,695.925,1.128118,2.459059,2.774108,0.0210933,1177.41002251547
913,52433,213,0.08537552,206.35291,-2.9944042,1312.469,-18.07881,946.6166,637.9984,0.7212487,2.057167,1.483729,0.03320293,1177.41002251547
651,52141,535,0.2094574,2.4297561,-9.1442096,476.5163,-7.367964,128.591,286.4325,0.2698564,1.663625,0.4489398,0.0331325,1177.41002251547
432,51884,382,0.2919194,114.81398,40.246042,202.0797,-9.541348,971.8707,95.30453,4.809344,2.120358,10.19753,0.04406412,1177.41002251547
604,52079,90,0.1161843,206.5731,62.345968,522.8646,-6.567588,1987.056,318.6219,3.800326,1.641019,6.236406,0.01513019,1177.41002251547
439,51877,16,0.296653,123.131,44.272449,296.908,-14.00906,332.3116,116.7051,1.119241,2.544088,2.847448,0.04695481,1177.41002251547
527,52342,67,0.08059712,202.90846,1.5310207,627.4213,-14.39907,1007.028,273.9139,1.605026,2.290579,3.676439,0.02161941,1177.41002251547
635,52145,38,0.1685365,312.63455,-7.0253405,399.8983,-7.942692,1201.932,252.9321,3.005593,1.58105,4.751992,0.05245005,1177.41002251547
428,51883,509,0.06171633,33.239993,14.102832,508.146,-5.343219,862.9246,308.7992,1.698182,1.645555,2.794452,0.09105439,1177.41002251547
566,52238,70,0.1196478,137.64292,3.2245786,445.7871,-9.420404,143.2236,260.7259,0.3212824,1.709793,0.5493263,0.04623527,1177.41002251547
854,52373,398,0.2657104,205.52738,5.089967,1265.397,-20.99972,487.9055,542.9202,0.385575,2.330724,0.8986688,0.02556866,1177.41002251547
854,52373,621,0.1867498,207.44895,4.8677953,341.4805,-10.59359,360.3968,156.0882,1.055395,2.18774,2.30893,0.0213684,1177.41002251547
836,52376,268,0.1536476,169.87026,4.4487434,267.289,-15.60854,233.8224,140.5438,0.8747923,1.90182,1.663698,0.03443406,1177.41002251547
815,52374,113,0.2287195,246.54766,42.821169,226.7654,-15.54888,61.33994,94.08425,0.2704995,2.410238,0.6519681,0.01039948,1177.41002251547
816,52379,489,0.07168863,247.37507,42.117572,285.0969,-8.757318,194.8717,143.9823,0.6835279,1.980082,1.353441,0.006324506,1177.41002251547
722,52224,583,0.08337668,340.61588,-8.5179894,468.0909,-12.72748,255.7299,234.9889,0.5463253,1.99197,1.088264,0.03337315,1177.41002251547
723,52201,548,0.2144524,342.32032,-8.7853948,330.2072,-18.86616,288.8559,150.0469,0.8747718,2.200693,1.925104,0.03500129,1177.41002251547
725,52258,381,0.1716625,345.28498,-8.8135704,345.4094,-14.76098,165.8332,150.714,0.4801062,2.29182,1.100317,0.03765962,1177.41002251547
724,52254,539,0.1915701,344.40623,-8.4098141,211.1003,-12.77151,738.7866,104.266,3.499694,2.024632,7.085594,0.03172931,1177.41002251547
726,52226,539,0.1580772,348.16681,-8.6554956,701.3403,-12.71302,1658.888,388.4572,2.365312,1.805451,4.270453,0.03650104,1177.41002251547
1006,52708,174,0.2273242,150.74975,49.353212,260.084,-13.22531,101.6156,142.7279,0.3907031,1.822237,0.7119535,0.01005695,1177.41002251547
1060,52636,293,0.1207952,117.75593,29.238679,1886.237,-27.91396,734.7431,896.2451,0.3895285,2.1046,0.8198016,0.03734126,1155.22693930074
832,52312,199,0.2975339,137.89107,44.380598,242.1715,-12.3866,287.2248,118.8372,1.186039,2.037842,2.41696,0.01446446,1177.41002251547
893,52589,403,0.160311,124.70532,38.571155,584.3531,-19.20686,398.2434,257.5066,0.6815115,2.269274,1.546536,0.03191429,1088.41416655153
872,52339,334,0.1638428,150.80877,48.112764,295.9515,-12.92487,325.8155,136.611,1.100908,2.16638,2.384986,0.009549391,1177.41002251547
1207,52672,298,0.07704286,124.64888,28.839579,517.0286,-11.39008,313.2671,176.2884,0.605899,2.932857,1.777015,0.02409911,1177.41002251547
1001,52670,197,0.2748555,162.20905,6.4403877,388.4213,-18.22556,202.118,133.7001,0.5203576,2.905169,1.511727,0.02292353,1177.41002251547
1002,52646,62,0.2221236,165.26729,6.4748805,424.1707,-16.23807,95.66064,185.843,0.2255239,2.282414,0.514739,0.02307643,1177.41002251547
1048,52736,66,0.08393129,224.75871,47.717325,252.3191,-10.7506,788.1511,124.5176,3.123628,2.026373,6.329635,0.02465573,1177.41002251547
1214,52731,450,0.2476493,141.27792,39.118897,285.2085,-17.00395,394.3285,104.2543,1.382597,2.735701,3.782373,0.0107311,1177.41002251547
1305,52757,548,0.1389904,146.88841,10.085772,2021.937,-19.66419,2436.615,1053.301,1.20509,1.919619,2.313313,0.02363639,1177.41002251547
1747,53075,180,0.195478,157.43896,13.091225,229.1083,-14.76717,429.0346,92.60151,1.872628,2.474131,4.633127,0.03300643,1177.41002251547
1750,53358,168,0.2835247,164.0325,13.745458,268.9213,-6.376184,995.331,191.4276,3.701198,1.40482,5.199516,0.01887877,1177.41002251547
1753,53383,180,0.260407,170.7952,14.159088,149.2773,-13.85759,133.4265,64.64707,0.8938159,2.309112,2.063921,0.02612553,1177.41002251547
1749,53357,553,0.2890843,162.19133,13.915369,214.9458,-9.151528,155.9652,115.1438,0.7256024,1.86676,1.354526,0.03357811,1177.41002251547
1218,52709,528,0.2005039,153.65609,44.110872,952.8613,-20.14741,259.7172,440.2535,0.2725656,2.164347,0.5899265,0.008349642,1177.41002251547
1270,52991,68,0.2948554,133.01027,30.559513,177.9511,-13.83242,153.259,59.43528,0.8612422,2.994031,2.578586,0.03062905,1177.41002251547
1451,53117,406,0.2037279,184.56592,48.575709,291.185,-17.74894,183.0737,130.8981,0.6287197,2.224516,1.398597,0.01149653,1177.41002251547
1581,53149,52,0.242135,236.40263,31.4038,285.0477,-17.84292,481.2491,113.6136,1.688311,2.508922,4.235839,0.02952915,1177.41002251547
1344,52792,487,0.2250107,203.59711,43.725493,403.0176,-18.74499,394.547,178.6257,0.978982,2.256212,2.208791,0.01451361,1177.41002251547
1705,53848,374,0.1761181,212.58032,11.660556,275.724,-19.30486,260.2289,135.4971,0.9438019,2.034907,1.920549,0.01870471,1177.41002251547
1711,53535,321,0.1621592,219.61976,10.776307,521.2795,-21.54532,171.8608,232.9048,0.3296903,2.238166,0.7379014,0.02251657,1177.41002251547
1781,53297,291,0.138077,122.09335,52.303699,340.1283,-11.89452,414.0598,123.6742,1.217364,2.750196,3.347988,0.03557445,1177.41002251547
1788,54468,370,0.2929228,144.36722,65.64157,142.3987,-6.638378,150.5334,77.97874,1.057127,1.826122,1.930442,0.1243291,1177.41002251547
412,52258,400,0.1074382,46.664867,0.06199503,1435.674,-20.23959,1271.22,676.3787,0.8854519,2.122589,1.879451,0.07239021,1177.41002251547
1751,53377,90,0.1844946,166.8187,13.308198,475.8972,-17.65687,703.0911,223.103,1.477401,2.133083,3.151419,0.01297541,1177.41002251547
1741,53052,161,0.1391469,143.7702,10.868522,321.3476,-19.3678,203.488,140.5083,0.6332332,2.287036,1.448227,0.02786258,1177.41002251547
2032,53815,90,0.2434123,198.92643,36.175399,919.2459,-34.47237,175.332,377.466,0.1907346,2.435308,0.4644973,0.00911733,1177.41002251547
1843,53816,593,0.1311506,224.25247,31.113087,189.2176,-23.57087,85.63953,72.58161,0.452598,2.606964,1.179907,0.01505573,1165.56326838817
2089,53498,377,0.09848803,181.43692,34.938344,181.471,-6.832525,145.0501,82.43038,0.7993017,2.201507,1.759668,0.01690711,1177.41002251547
2117,54115,429,0.07800642,208.53783,33.687694,440.6469,-12.89256,234.0406,150.2075,0.5311297,2.933588,1.558116,0.01622842,1177.41002251547
2126,53794,85,0.2475406,213.46526,28.36807,246.484,-6.591575,158.6846,135.7459,0.6437928,1.815774,1.168983,0.0143752,1177.41002251547
2017,53474,605,0.07666916,206.5338,29.636239,1111.466,-15.68474,1065.324,448.0056,0.9584859,2.48092,2.377927,0.01634099,1177.41002251547
2234,53823,375,0.2290715,186.84646,30.795434,207.5101,-19.28217,153.139,87.01643,0.7379831,2.384723,1.759886,0.01312849,1084.95545274699
2510,53877,597,0.08592113,177.73816,25.530277,1049.262,-15.52791,423.9914,486.0757,0.4040853,2.158639,0.8722746,0.0195739,1177.41002251547
